,id,tweet,tweet_cleaned,ypred
413,1461140316384227335t,"Emirates Leisure Group underpaid thousands of cafe, bar and restaurant workers more than $5m since 2014. Also operated under long-expired EBA that did not pay penalty rates and breached the undertakings it made to FWC to get it approved. https://t.co/VytpTgIhFR https://t.co/q7jUVQIlkX",emirates leisure group underpaid thousands of cafe  bar and restaurant workers more than  5m since 2014  also operated under long expired eba that did not pay penalty rates and breached the undertakings it made to fwc to get it approved   ,primary
414,1460946237407076359t,"@_Widdershins_ @polohagan89 @NigelMcKinney @NI_Citizen_69 @BelTel If the vaccine is truly working and has nothing to do with rising cases/breakthrough cases &amp; deaths then why are double vaccinated no longer classed as ""fully vaccinated""? How many boosters would you be willing to receive? And where does that leave people who got non-mRNA first?",  widdershins   polohagan89  nigelmckinney  ni citizen 69  beltel if the vaccine is truly working and has nothing to do with rising cases breakthrough cases  amp  deaths then why are double vaccinated no longer classed as  fully vaccinated   how many boosters would you be willing to receive  and where does that leave people who got non mrna first ,non-reporting
415,1395947279543148544t,"While a minor, I explicitly remember telling a nurse my mom would want me to ask her first before getting the gardasil vaccine or whatever it is, bitch basically forced me to take it anyways(i was a kid)- zero ethics https://t.co/6J3naElrdQ",while a minor  i explicitly remember telling a nurse my mom would want me to ask her first before getting the gardasil vaccine or whatever it is  bitch basically forced me to take it anyways i was a kid   zero ethics ,third-party
416,1480598779271200772t,"@TweetsFromAna @TVDSB @DirFisherTVDSB @tdsb The vaccine is weakening immune systems. Proof?
In Ontario 84% of cases are vaccinated with a provincial vaccination rate of 90% &amp; now there are dangerous staffing shortages due to ""illness"" in hospitals, police forces &amp; transit systems &amp; vaxed sports teams are testing positive.", tweetsfromana  tvdsb  dirfishertvdsb  tdsb the vaccine is weakening immune systems  proof   in ontario 84  of cases are vaccinated with a provincial vaccination rate of 90   amp  now there are dangerous staffing shortages due to  illness  in hospitals  police forces  amp  transit systems  amp  vaxed sports teams are testing positive ,third-party
417,1458257955992883200t,"https://t.co/UWLh43nqQi Moderna Slammed for 'Cheating US Taxpayers' in Covid-19 Vaccine Patent Dispute - Common Dreams 
Moderna Slammed ...", moderna slammed for  cheating us taxpayers  in covid 19 vaccine patent dispute   common dreams   moderna slammed    ,primary
418,1463481833748844546t,"@BarbaraMaddux Doing good. Sounds like we have similar day planned. Just hugs and me again, but that’s ok. Kids in high risk jobs, grandson not vaxxed.
Hope your culinary projects go well! Happy Turkey Day!", barbaramaddux doing good  sounds like we have similar day planned  just hugs and me again  but that is ok  kids in high risk jobs  grandson not vaxxed   hope your culinary projects go well  happy turkey day ,primary
419,1508763610323030017t,"IJERPH, Vol. 19, Pages 4066: Tdap Booster Vaccination for Adults: Real-World Adherence to Current Recommendations in Italy and Evaluation of Two Alternative Strategies https://t.co/VQU0nc8J95",ijerph  vol  19  pages 4066  tdap booster vaccination for adults  real world adherence to current recommendations in italy and evaluation of two alternative strategies ,primary
420,1461789602566623236t,"@GovofCO pays tribute to 9,000 people who've now died in the pandemic in Colorado, discusses how vaccine back in the early days was something that could only be hoped for, now more than 81% of adults and 37% of those 5-17 have gotten a first dose.", govofco pays tribute to 9 000 people who have now died in the pandemic in colorado  discusses how vaccine back in the early days was something that could only be hoped for  now more than 81  of adults and 37  of those 5 17 have gotten a first dose ,non-reporting
421,1428376487208620038t,"@FromTheHip8 I know, I'm using the flu as a comparable situation to describe the difference between a baby in a woman's womb and a newborn - there is SOME risk to the unborn child, but generally LESS than a newborn.

Whether that applies to COVID or its vaccine, nobody has hard data to say.", fromthehip8 i know  i am using the flu as a comparable situation to describe the difference between a baby in a woman s womb and a newborn   there is some risk to the unborn child  but generally less than a newborn     whether that applies to covid or its vaccine  nobody has hard data to say ,primary
422,1427528552954560515t,"@Dexter38759538 It seems legit to me, but I’ll stand corrected if it’s proved not genuine. The YellowCard report for 13 Aug says “over 130,214 people across the UK have died within 28 days of a positive test for coronavirus.”https://t.co/S1qt1IbWlr", dexter38759538 it seems legit to me  but i will stand corrected if it is proved not genuine  the yellowcard report for 13 aug says  over 130 214 people across the uk have died within 28 days of a positive test for coronavirus  ,non-reporting
423,1457717411197685766t,@Outkick Then next year it’s Vaccine+ booster+ booster and so on. Goal post keeps moving., outkick then next year it is vaccine+ booster+ booster and so on  goal post keeps moving ,primary
424,1424843465674924034t,"@TractorLaw @joe_bucciarelli @rachbarnhart Hmmmm ........
"" Yes I want that.

I mean, I WANT to hold down every fucking idiot who says ""people have the choice to get vaccinated"" and force them to get the shot kicking and screaming. ""

Pretty clear what you want for anyone unvaccinated . 

In your own words .", tractorlaw  joe bucciarelli  rachbarnhart hmmmm             yes i want that     i mean  i want to hold down every fucking idiot who says  people have the choice to get vaccinated  and force them to get the shot kicking and screaming       pretty clear what you want for anyone unvaccinated       in your own words  ,third-party
425,1435990124542713856t,"@mck867 @graciefacelove @NIH NIH has 1-yr grants - so results likely in ~15 mo

https://t.co/29oU5eVoIZ", mck867  graciefacelove  nih nih has 1 yr grants   so results likely in  15 mo    ,primary
426,1457345746278223877t,"@omroepwest 17 million people live in the Netherlands. 
Are 16.8 million people actually sheep's 🐑?

It doesn't matter if you are vaccinated or not, what does matter is that the government want to change the constitution. 

Don't let that happen ☮", omroepwest 17 million people live in the netherlands    are 16 8 million people actually sheep s  ewe      it does not matter if you are vaccinated or not  what does matter is that the government want to change the constitution      do not let that happen  peace symbol ,third-party
427,1435972675973877763t,"@MiamiSup @RonDeSantisFL since you weren't all for the vaccine, we have to now mask up.
We see your plan to force people to go to private schools which the majority of them advocate for mask use anyways. 
I bet you would make the measles and influenza vaccine optional too if you could.", miamisup  rondesantisfl since you were not all for the vaccine  we have to now mask up   we see your plan to force people to go to private schools which the majority of them advocate for mask use anyways    i bet you would make the measles and influenza vaccine optional too if you could ,non-reporting
428,1430306076914855936t,"Like or not, there's little doubt that id President Trump had gotten himself into a worldwide pandemic, he would have instantly insisted on the power of science and would have fully endorsed the 'miracle' vaccine his admin was responsible for. https://t.co/w63bv0w3zX",like or not  there is little doubt that id president trump had gotten himself into a worldwide pandemic  he would have instantly insisted on the power of science and would have fully endorsed the  miracle  vaccine his admin was responsible for  ,non-reporting
429,1436451712114597901t,@koconews The State already has vaccination mandates: https://t.co/lPhFvustHe, koconews the state already has vaccination mandates  ,primary
430,1412627946376884224t,"Myanmar's Aung San Suu Kyi vaccinated against COVID-19 in military custody: Lawyer https://t.co/K0O3hgkMmX 
WhatHappeninginMyanmar 
#FreeAungSanSuuKyi 
#SpringRevolution 
#July7Coup 
#MilkTeaAlliance 🇲🇲🆘️🇲🇲 https://t.co/mF1nxUhUBL",myanmar s aung san suu kyi vaccinated against covid 19 in military custody  lawyer    whathappeninginmyanmar    freeaungsansuukyi    springrevolution    july7coup    milkteaalliance   yanmar   urma       button   yanmar   urma   ,primary
